campaign_id,campaign_name,start_date,end_date,channel,region,impressions,clicks,conversions,spend_usd,revenue_usd,target_audience,product_category,device,year,data_source
2025_0166,Campaign_2025_0166,2025-06-13,2025-09-13,Display,South America,98223,73842,7995,3953.67,66186.38,Youth,Electronics,Tablet,2025,H1_2025
2025_0167,Campaign_2025_0167,2025-04-22,2025-10-08,Display,Africa,50336,47016,47909,45063.36,117880.27,Seniors,Electronics,Desktop,2025,H1_2025
2025_0168,Campaign_2025_0168,2025-04-04,2025-12-06,Print,Europe,35585,36534,69834,28808.78,91950.97,Seniors,Clothing,Tablet,2025,H1_2025
2025_0169,Campaign_2025_0169,2025-06-02,2025-07-01,Display,Europe,3129,39521,19908,2304.5,79137.58,Seniors,Travel,Tablet,2025,H1_2025
2025_0170,Campaign_2025_0170,2025-05-17,2025-11-17,Social,Asia,48252,40297,58188,8337.98,43374.03,Seniors,Travel,Tablet,2025,H1_2025
2025_0171,Campaign_2025_0171,2025-04-15,2025-10-08,Print,North America,28562,5904,70970,40458.06,121920.58,Youth,Electronics,Mobile,2025,H1_2025
2025_0172,Campaign_2025_0172,2025-06-12,2025-10-23,Email,Asia,28745,43230,76569,3275.45,53376.09,Adults,Travel,Tablet,2025,H1_2025
2025_0173,Campaign_2025_0173,2025-04-01,2025-09-12,Print,North America,85371,82493,45766,19355.09,62220.17,Seniors,Travel,Desktop,2025,H1_2025
2025_0174,Campaign_2025_0174,2025-04-09,2025-08-27,Social,South America,53305,20391,56272,22659.8,21370.18,Adults,Travel,Tablet,2025,H1_2025
2025_0175,Campaign_2025_0175,2025-04-23,2025-09-23,Display,South America,14661,19525,49418,34430.88,148530.58,Youth,Travel,Desktop,2025,H1_2025
2025_0176,Campaign_2025_0176,2025-03-20,2025-10-21,Display,Europe,4564,63822,29629,17174.01,24841.91,Youth,Travel,Mobile,2025,H1_2025
2025_0177,Campaign_2025_0177,2025-01-26,2025-09-07,Print,Asia,47947,81378,74831,15495.35,36913.42,Seniors,Travel,Mobile,2025,H1_2025
2025_0178,Campaign_2025_0178,2025-04-10,2025-09-20,Social,North America,62278,8320,66727,27329.63,147214.79,Adults,Travel,Tablet,2025,H1_2025
2025_0179,Campaign_2025_0179,2025-06-05,2025-10-02,Social,Africa,21978,80241,42133,32799.15,109066.51,Adults,Clothing,Desktop,2025,H1_2025
2025_0180,Campaign_2025_0180,2025-06-11,2025-07-30,Search,South America,91648,7287,31350,47399.82,8890.76,Youth,Services,Desktop,2025,H1_2025
2025_0181,Campaign_2025_0181,2025-01-11,2025-09-23,Search,Europe,73484,62522,22275,11513.21,143470.26,Youth,Clothing,Desktop,2025,H1_2025
2025_0182,Campaign_2025_0182,2025-03-04,2025-10-07,Print,North America,83202,71156,17178,10158.91,11413.37,Youth,Electronics,Desktop,2025,H1_2025
2025_0183,Campaign_2025_0183,2025-06-21,2025-11-25,Search,South America,35472,78940,84813,3217.36,95236.31,Youth,Clothing,Mobile,2025,H1_2025
2025_0184,Campaign_2025_0184,2025-03-29,2025-11-01,Display,Africa,37099,20927,53906,36763.22,54572.59,Seniors,Travel,Mobile,2025,H1_2025
2025_0185,Campaign_2025_0185,2025-06-24,2025-07-01,Email,Africa,69733,5477,16509,43957.62,108351.2,Youth,Clothing,Tablet,2025,H1_2025
2025_0186,Campaign_2025_0186,2025-02-17,2025-10-25,Social,South America,86071,89575,16200,33301.34,117807.78,Adults,Travel,Mobile,2025,H1_2025
2025_0187,Campaign_2025_0187,2025-01-13,2025-12-14,Search,Europe,12206,65017,5276,1626.76,134657.28,Seniors,Services,Tablet,2025,H1_2025
2025_0188,Campaign_2025_0188,2025-06-19,2025-10-20,Search,North America,12531,72690,69603,46271.11,54031.38,Youth,Travel,Desktop,2025,H1_2025
2025_0189,Campaign_2025_0189,2025-06-19,2025-12-26,Search,Asia,81705,3230,53235,26674.55,69084.33,Adults,Travel,Tablet,2025,H1_2025
2025_0190,Campaign_2025_0190,2025-03-07,2025-12-01,Social,North America,9012,80307,71814,11004.58,65587.58,Adults,Services,Tablet,2025,H1_2025
2025_0191,Campaign_2025_0191,2025-06-24,2025-11-12,Email,Africa,13316,74027,37076,21481.84,36104.11,Seniors,Travel,Mobile,2025,H1_2025
2025_0192,Campaign_2025_0192,2025-04-19,2025-11-08,Email,Africa,36353,27163,26344,36000.31,131647.24,Youth,Home,Mobile,2025,H1_2025
2025_0193,Campaign_2025_0193,2025-06-14,2025-07-13,Display,Asia,95248,82383,30572,6599.93,1098.66,Adults,Clothing,Mobile,2025,H1_2025
2025_0194,Campaign_2025_0194,2025-04-01,2025-10-14,Search,Asia,24066,20881,49023,22050.7,72906.92,Adults,Home,Mobile,2025,H1_2025
2025_0195,Campaign_2025_0195,2025-05-19,2025-10-09,Search,Europe,7787,71460,18750,44008.44,64983.59,Adults,Electronics,Desktop,2025,H1_2025
2025_0196,Campaign_2025_0196,2025-03-04,2025-11-11,Email,South America,77242,37373,2704,24174.12,100193.68,Adults,Clothing,Mobile,2025,H1_2025
2025_0197,Campaign_2025_0197,2025-06-26,2025-12-31,Print,Europe,18657,65789,22442,37921.73,20058.62,Seniors,Travel,Desktop,2025,H1_2025
2025_0198,Campaign_2025_0198,2025-03-03,2025-10-07,Email,South America,2856,21177,6563,21412.03,147229.65,Adults,Services,Tablet,2025,H1_2025
2025_0199,Campaign_2025_0199,2025-03-25,2025-12-07,Print,Europe,97607,52171,77277,20517.69,73192.54,Adults,Services,Tablet,2025,H1_2025
2025_0200,Campaign_2025_0200,2025-06-17,2025-12-28,Display,North America,14966,55967,61560,38882.56,25122.72,Seniors,Travel,Tablet,2025,H1_2025
2025_0201,Campaign_2025_0201,2025-03-22,2025-12-22,Social,Asia,26288,34782,43517,40101.56,118124.26,Youth,Electronics,Desktop,2025,H1_2025
2025_0202,Campaign_2025_0202,2025-01-25,2025-07-21,Search,South America,23760,35671,2423,28338.88,62767.38,Youth,Electronics,Mobile,2025,H1_2025
2025_0203,Campaign_2025_0203,2025-04-25,2025-09-13,Email,Europe,18441,1892,3472,20972.17,22978.93,Adults,Clothing,Desktop,2025,H1_2025
2025_0204,Campaign_2025_0204,2025-03-26,2025-09-07,Print,South America,63486,87201,51677,18633.05,48210.38,Adults,Services,Mobile,2025,H1_2025
2025_0205,Campaign_2025_0205,2025-01-05,2025-09-24,Email,Asia,87948,30051,14444,29073.01,100034.72,Seniors,Clothing,Tablet,2025,H1_2025
2025_0206,Campaign_2025_0206,2025-02-16,2025-12-14,Search,Europe,60347,17561,12477,34437.9,3810.97,Youth,Electronics,Mobile,2025,H1_2025
2025_0207,Campaign_2025_0207,2025-05-20,2025-11-25,Social,South America,55788,11554,53430,46866.05,138406.7,Seniors,Travel,Desktop,2025,H1_2025
2025_0208,Campaign_2025_0208,2025-01-13,2025-08-10,Search,Africa,38613,58654,21538,6069.4,56978.53,Adults,Services,Mobile,2025,H1_2025
2025_0209,Campaign_2025_0209,2025-06-26,2025-11-01,Search,South America,9893,11787,64648,9117.05,81862.51,Youth,Services,Tablet,2025,H1_2025
2025_0210,Campaign_2025_0210,2025-02-18,2025-07-28,Print,Europe,68486,77392,21038,20061.86,112380.0,Youth,Travel,Desktop,2025,H1_2025
2025_0211,Campaign_2025_0211,2025-03-04,2025-07-23,Search,Africa,39462,47223,9408,13194.5,138245.82,Seniors,Clothing,Mobile,2025,H1_2025
2025_0212,Campaign_2025_0212,2025-03-06,2025-07-29,Print,Europe,27176,75013,33284,18740.23,53556.88,Adults,Electronics,Mobile,2025,H1_2025
2025_0213,Campaign_2025_0213,2025-01-04,2025-10-11,Social,Europe,40543,29522,41140,42057.82,134463.3,Youth,Home,Tablet,2025,H1_2025
2025_0214,Campaign_2025_0214,2025-02-14,2025-11-22,Social,North America,85187,75031,80747,21349.38,17327.62,Youth,Home,Desktop,2025,H1_2025
2025_0215,Campaign_2025_0215,2025-01-11,2025-09-12,Social,Asia,63793,37199,45170,33215.39,90244.45,Adults,Electronics,Tablet,2025,H1_2025
2025_0216,Campaign_2025_0216,2025-02-11,2025-10-23,Email,Europe,67612,19322,41303,27741.45,70762.66,Adults,Home,Desktop,2025,H1_2025
2025_0217,Campaign_2025_0217,2025-06-10,2025-12-03,Print,Europe,44456,4937,9369,7643.77,134167.01,Adults,Travel,Mobile,2025,H1_2025
2025_0218,Campaign_2025_0218,2025-06-17,2025-11-01,Search,South America,42945,35636,34302,14938.05,144870.13,Adults,Services,Desktop,2025,H1_2025
2025_0219,Campaign_2025_0219,2025-06-28,2025-08-01,Print,Europe,40282,8418,83874,32288.07,80075.23,Adults,Clothing,Mobile,2025,H1_2025
2025_0220,Campaign_2025_0220,2025-05-06,2025-08-22,Email,Asia,82164,43418,62053,20905.12,3398.69,Seniors,Clothing,Tablet,2025,H1_2025
2025_0221,Campaign_2025_0221,2025-01-04,2025-08-29,Search,Asia,78343,77986,72705,43627.81,44832.77,Youth,Clothing,Mobile,2025,H1_2025
2025_0222,Campaign_2025_0222,2025-04-16,2025-09-07,Display,North America,31159,48289,6019,34013.2,119926.84,Youth,Services,Mobile,2025,H1_2025
2025_0223,Campaign_2025_0223,2025-02-06,2025-12-18,Email,Africa,80050,68681,5920,49558.16,22127.38,Youth,Home,Mobile,2025,H1_2025
2025_0224,Campaign_2025_0224,2025-02-15,2025-07-24,Display,South America,22152,40729,44300,24998.36,62128.34,Adults,Travel,Desktop,2025,H1_2025
2025_0225,Campaign_2025_0225,2025-03-21,2025-07-10,Display,Africa,6262,71768,13357,43906.12,99221.26,Adults,Electronics,Tablet,2025,H1_2025
2025_0226,Campaign_2025_0226,2025-01-16,2025-11-30,Email,Europe,94802,53376,71066,7488.52,32937.04,Youth,Home,Desktop,2025,H1_2025
2025_0227,Campaign_2025_0227,2025-06-21,2025-11-07,Social,South America,35382,47296,52350,15622.79,91671.28,Youth,Travel,Mobile,2025,H1_2025
2025_0228,Campaign_2025_0228,2025-01-21,2025-07-13,Display,South America,80609,57374,60076,10965.67,50309.76,Youth,Clothing,Tablet,2025,H1_2025
2025_0229,Campaign_2025_0229,2025-05-31,2025-10-24,Print,Asia,50960,29428,37332,8076.51,59589.8,Adults,Travel,Tablet,2025,H1_2025
2025_0230,Campaign_2025_0230,2025-06-10,2025-08-01,Search,Africa,63611,7528,46359,19804.47,103445.28,Youth,Travel,Tablet,2025,H1_2025
2025_0231,Campaign_2025_0231,2025-05-14,2025-11-01,Display,North America,7782,88401,16733,5190.88,52421.64,Seniors,Clothing,Mobile,2025,H1_2025
2025_0232,Campaign_2025_0232,2025-06-23,2025-10-23,Social,North America,93292,5484,33991,36147.61,26825.62,Youth,Home,Mobile,2025,H1_2025
2025_0233,Campaign_2025_0233,2025-03-19,2025-09-25,Search,Asia,80703,64924,70868,2053.8,18789.04,Adults,Services,Desktop,2025,H1_2025
2025_0234,Campaign_2025_0234,2025-03-10,2025-12-10,Search,Europe,94252,2778,16555,28169.72,5209.35,Youth,Electronics,Mobile,2025,H1_2025
2025_0235,Campaign_2025_0235,2025-03-12,2025-09-30,Email,Asia,91281,672,24063,9483.5,144688.36,Youth,Clothing,Desktop,2025,H1_2025
2025_0236,Campaign_2025_0236,2025-05-28,2025-09-29,Search,Asia,13615,28900,54276,32872.73,88690.78,Seniors,Travel,Tablet,2025,H1_2025
2025_0237,Campaign_2025_0237,2025-06-17,2025-10-16,Email,Africa,98615,64806,9973,20206.35,92746.53,Seniors,Services,Tablet,2025,H1_2025
2025_0238,Campaign_2025_0238,2025-02-01,2025-10-08,Search,Asia,89827,48771,13186,39947.84,147770.76,Seniors,Travel,Tablet,2025,H1_2025
2025_0239,Campaign_2025_0239,2025-03-19,2025-09-22,Print,North America,61950,44303,5813,4800.72,93088.0,Youth,Clothing,Mobile,2025,H1_2025
2025_0240,Campaign_2025_0240,2025-03-08,2025-07-05,Display,North America,1073,25705,39836,4936.39,80092.19,Adults,Travel,Tablet,2025,H1_2025
2025_0241,Campaign_2025_0241,2025-04-12,2025-10-06,Email,Africa,67764,27052,40852,32063.66,54715.07,Adults,Home,Tablet,2025,H1_2025
2025_0242,Campaign_2025_0242,2025-04-14,2025-08-06,Display,South America,41523,44267,1684,43196.69,79065.93,Youth,Home,Tablet,2025,H1_2025
2025_0243,Campaign_2025_0243,2025-03-30,2025-11-06,Display,Africa,5749,86807,84776,14513.61,92033.28,Adults,Clothing,Tablet,2025,H1_2025
2025_0244,Campaign_2025_0244,2025-05-13,2025-07-20,Email,Africa,60285,85761,64294,32561.18,12379.21,Seniors,Home,Mobile,2025,H1_2025
2025_0245,Campaign_2025_0245,2025-05-19,2025-12-12,Search,Europe,73816,23483,79185,30363.21,144864.15,Seniors,Electronics,Tablet,2025,H1_2025
2025_0246,Campaign_2025_0246,2025-02-25,2025-12-25,Search,Europe,76338,7625,60419,23347.28,20112.58,Adults,Electronics,Desktop,2025,H1_2025
2025_0247,Campaign_2025_0247,2025-05-19,2025-11-19,Search,North America,95853,58595,13666,40208.51,129085.09,Youth,Clothing,Tablet,2025,H1_2025
2025_0248,Campaign_2025_0248,2025-04-17,2025-08-20,Display,Africa,87939,64298,77705,45914.02,100081.23,Youth,Electronics,Tablet,2025,H1_2025
2025_0249,Campaign_2025_0249,2025-01-13,2025-09-03,Display,North America,58797,49151,28507,37331.49,5304.79,Seniors,Travel,Desktop,2025,H1_2025
2025_0250,Campaign_2025_0250,2025-02-12,2025-12-08,Display,North America,44399,12280,33513,7976.33,102907.29,Adults,Services,Tablet,2025,H1_2025
2025_0251,Campaign_2025_0251,2025-06-26,2025-12-30,Social,Europe,57892,30741,44966,27791.05,142870.19,Youth,Clothing,Mobile,2025,H1_2025
2025_0252,Campaign_2025_0252,2025-05-26,2025-09-06,Search,Africa,60083,3877,56123,20634.63,53896.15,Seniors,Travel,Tablet,2025,H1_2025
2025_0253,Campaign_2025_0253,2025-05-19,2025-11-01,Print,South America,49796,89373,48300,30466.77,57057.42,Seniors,Home,Mobile,2025,H1_2025
2025_0254,Campaign_2025_0254,2025-02-09,2025-07-05,Search,Europe,41528,13158,12006,24948.4,100353.27,Youth,Services,Mobile,2025,H1_2025
2025_0255,Campaign_2025_0255,2025-01-21,2025-09-28,Search,South America,18713,57873,39529,17111.03,55476.61,Seniors,Services,Desktop,2025,H1_2025
2025_0256,Campaign_2025_0256,2025-05-05,2025-11-18,Print,South America,86433,13833,51068,30240.35,64345.79,Adults,Services,Desktop,2025,H1_2025
2025_0257,Campaign_2025_0257,2025-02-22,2025-07-12,Print,Africa,68574,63554,65966,7911.31,29606.29,Seniors,Services,Mobile,2025,H1_2025
2025_0258,Campaign_2025_0258,2025-06-20,2025-07-13,Email,Europe,14318,79041,20579,27552.09,50925.46,Seniors,Travel,Desktop,2025,H1_2025
2025_0259,Campaign_2025_0259,2025-01-27,2025-08-31,Print,Asia,76943,73480,28940,41313.64,137297.85,Adults,Home,Desktop,2025,H1_2025
2025_0260,Campaign_2025_0260,2025-06-16,2025-12-08,Social,North America,48179,31515,12346,10211.88,38925.19,Adults,Electronics,Desktop,2025,H1_2025
2025_0261,Campaign_2025_0261,2025-01-11,2025-11-02,Social,Africa,37223,4424,13591,26961.31,27725.96,Adults,Electronics,Tablet,2025,H1_2025
2025_0262,Campaign_2025_0262,2025-02-08,2025-10-17,Email,North America,1888,46943,56222,10972.75,38859.23,Seniors,Home,Desktop,2025,H1_2025
2025_0263,Campaign_2025_0263,2025-06-16,2025-08-27,Search,Africa,25001,74822,30053,26447.76,85315.45,Adults,Travel,Mobile,2025,H1_2025
2025_0264,Campaign_2025_0264,2025-06-12,2025-07-30,Print,North America,76226,88299,6870,22271.65,24609.92,Seniors,Clothing,Tablet,2025,H1_2025
2025_0265,Campaign_2025_0265,2025-06-29,2025-07-03,Search,Asia,40421,24881,5930,32742.93,60002.84,Adults,Clothing,Desktop,2025,H1_2025
2025_0266,Campaign_2025_0266,2025-03-31,2025-12-15,Print,Africa,38422,58562,26220,26077.3,66923.06,Adults,Travel,Desktop,2025,H1_2025
2025_0267,Campaign_2025_0267,2025-05-04,2025-12-23,Search,Asia,37968,72753,26557,11500.99,11717.67,Seniors,Home,Tablet,2025,H1_2025
2025_0268,Campaign_2025_0268,2025-06-22,2025-09-04,Email,South America,47205,37074,904,36274.73,7015.33,Seniors,Travel,Tablet,2025,H1_2025
2025_0269,Campaign_2025_0269,2025-06-08,2025-11-28,Social,Asia,61751,75763,35771,22488.63,39575.11,Youth,Home,Desktop,2025,H1_2025
2025_0270,Campaign_2025_0270,2025-06-07,2025-09-02,Display,Africa,23141,4515,80026,7934.02,46963.4,Adults,Home,Tablet,2025,H1_2025
2025_0271,Campaign_2025_0271,2025-06-26,2025-10-13,Email,Europe,87490,51190,36311,1746.82,26977.04,Seniors,Home,Mobile,2025,H1_2025
2025_0272,Campaign_2025_0272,2025-03-14,2025-11-21,Display,North America,64466,76672,31929,16776.37,23849.09,Youth,Services,Tablet,2025,H1_2025
2025_0273,Campaign_2025_0273,2025-02-19,2025-07-08,Email,Europe,28915,53003,4773,47212.29,139690.77,Youth,Travel,Mobile,2025,H1_2025
2025_0274,Campaign_2025_0274,2025-01-29,2025-12-28,Search,Asia,40161,21865,60428,49786.49,62327.2,Youth,Home,Tablet,2025,H1_2025
2025_0275,Campaign_2025_0275,2025-02-11,2025-07-18,Email,Europe,5199,37195,44023,19082.38,9270.23,Adults,Travel,Desktop,2025,H1_2025
2025_0276,Campaign_2025_0276,2025-06-01,2025-11-06,Email,Europe,86760,12504,23498,7335.07,81713.56,Adults,Clothing,Mobile,2025,H1_2025
2025_0277,Campaign_2025_0277,2025-01-07,2025-08-19,Print,South America,40723,15825,67783,12425.23,149713.74,Adults,Services,Desktop,2025,H1_2025
2025_0278,Campaign_2025_0278,2025-01-20,2025-08-29,Print,South America,64147,66836,54579,41280.87,96664.72,Adults,Travel,Desktop,2025,H1_2025
2025_0279,Campaign_2025_0279,2025-05-27,2025-07-10,Search,North America,50849,48731,67122,29906.53,122635.81,Seniors,Home,Tablet,2025,H1_2025
2025_0280,Campaign_2025_0280,2025-01-28,2025-08-18,Search,North America,60574,27631,67622,15002.56,84923.61,Adults,Electronics,Mobile,2025,H1_2025
2025_0281,Campaign_2025_0281,2025-05-10,2025-10-22,Social,Africa,10508,75806,29907,12213.75,102074.42,Youth,Electronics,Desktop,2025,H1_2025
2025_0282,Campaign_2025_0282,2025-05-17,2025-12-14,Social,Africa,57345,41232,66339,47493.98,31456.17,Seniors,Clothing,Desktop,2025,H1_2025
2025_0283,Campaign_2025_0283,2025-06-26,2025-09-23,Social,Africa,44543,81208,34213,45101.41,85165.59,Adults,Services,Desktop,2025,H1_2025
2025_0284,Campaign_2025_0284,2025-01-24,2025-12-10,Email,Europe,90611,46899,37499,22923.52,91086.66,Youth,Travel,Desktop,2025,H1_2025
2025_0285,Campaign_2025_0285,2025-03-02,2025-11-04,Email,North America,34579,2050,64531,14460.16,69455.22,Youth,Clothing,Desktop,2025,H1_2025
2025_0286,Campaign_2025_0286,2025-03-09,2025-11-17,Social,North America,20915,62882,52472,9132.9,122261.51,Seniors,Clothing,Tablet,2025,H1_2025
2025_0287,Campaign_2025_0287,2025-03-01,2025-11-25,Display,South America,79711,75396,25003,46895.58,118088.83,Youth,Clothing,Tablet,2025,H1_2025
2025_0288,Campaign_2025_0288,2025-01-14,2025-08-09,Email,Africa,67410,33393,18468,33989.67,147652.11,Adults,Home,Tablet,2025,H1_2025
2025_0289,Campaign_2025_0289,2025-04-23,2025-11-15,Search,Europe,24278,88822,33178,19072.76,109616.5,Adults,Travel,Desktop,2025,H1_2025
2025_0290,Campaign_2025_0290,2025-02-11,2025-11-14,Display,South America,63712,68921,42358,38044.85,74687.05,Seniors,Travel,Tablet,2025,H1_2025
2025_0291,Campaign_2025_0291,2025-05-29,2025-07-28,Print,North America,98193,80855,23174,22395.42,123139.04,Youth,Electronics,Tablet,2025,H1_2025
2025_0292,Campaign_2025_0292,2025-03-13,2025-07-13,Display,Africa,19062,17041,71061,46793.06,16953.58,Youth,Services,Tablet,2025,H1_2025
2025_0293,Campaign_2025_0293,2025-02-17,2025-07-22,Email,Asia,69041,17225,18750,4848.22,54498.35,Adults,Home,Desktop,2025,H1_2025
2025_0294,Campaign_2025_0294,2025-01-30,2025-09-03,Print,Europe,19507,82469,34199,6197.15,148235.84,Seniors,Home,Desktop,2025,H1_2025
2025_0295,Campaign_2025_0295,2025-01-14,2025-11-21,Email,Africa,40801,28210,7382,38383.12,115637.19,Seniors,Clothing,Mobile,2025,H1_2025
2025_0296,Campaign_2025_0296,2025-03-01,2025-11-21,Email,North America,50822,45443,43395,23971.16,45994.91,Youth,Clothing,Desktop,2025,H1_2025
2025_0297,Campaign_2025_0297,2025-05-02,2025-08-18,Print,Europe,35818,33650,17820,14152.89,57270.44,Youth,Travel,Tablet,2025,H1_2025
2025_0298,Campaign_2025_0298,2025-06-25,2025-11-22,Email,South America,98492,26621,30573,3258.21,136243.62,Adults,Clothing,Tablet,2025,H1_2025
2025_0299,Campaign_2025_0299,2025-03-19,2025-11-13,Search,Africa,26410,35628,36041,34461.31,103938.85,Adults,Travel,Desktop,2025,H1_2025
2025_0300,Campaign_2025_0300,2025-03-30,2025-08-27,Search,Europe,2720,87980,38983,18208.86,14846.39,Youth,Travel,Mobile,2025,H1_2025
2025_0301,Campaign_2025_0301,2025-04-27,2025-12-15,Email,Africa,86988,5071,49076,48083.57,72789.74,Seniors,Electronics,Tablet,2025,H1_2025
2025_0302,Campaign_2025_0302,2025-02-07,2025-11-07,Social,South America,45862,29364,10860,18107.74,102869.33,Adults,Home,Tablet,2025,H1_2025
2025_0303,Campaign_2025_0303,2025-01-10,2025-07-04,Social,Europe,98760,23167,40747,11066.36,1752.22,Adults,Travel,Desktop,2025,H1_2025
2025_0304,Campaign_2025_0304,2025-01-09,2025-07-12,Search,South America,76648,4628,47058,41393.16,40064.41,Youth,Services,Tablet,2025,H1_2025
2025_0305,Campaign_2025_0305,2025-05-04,2025-07-13,Display,Africa,15058,5771,7240,24076.11,35205.66,Seniors,Home,Mobile,2025,H1_2025
2025_0306,Campaign_2025_0306,2025-03-19,2025-10-19,Print,Asia,10190,64815,27201,26850.95,41502.05,Adults,Home,Desktop,2025,H1_2025
2025_0307,Campaign_2025_0307,2025-04-18,2025-10-06,Email,Europe,53026,59400,7837,21994.4,110413.68,Adults,Services,Mobile,2025,H1_2025
2025_0308,Campaign_2025_0308,2025-02-15,2025-12-06,Print,North America,24799,17745,56234,40888.41,66388.74,Seniors,Home,Mobile,2025,H1_2025
2025_0309,Campaign_2025_0309,2025-04-17,2025-11-05,Display,Europe,66746,1114,363,16513.37,40533.93,Adults,Electronics,Desktop,2025,H1_2025
2025_0310,Campaign_2025_0310,2025-06-18,2025-11-09,Display,Africa,14208,66673,41875,31123.0,63607.07,Seniors,Travel,Tablet,2025,H1_2025
2025_0311,Campaign_2025_0311,2025-03-01,2025-10-26,Social,North America,96583,2701,9144,6563.8,79533.76,Seniors,Travel,Mobile,2025,H1_2025
2025_0312,Campaign_2025_0312,2025-02-28,2025-10-08,Display,Asia,22465,15574,75323,26208.52,65526.79,Youth,Clothing,Mobile,2025,H1_2025
2025_0313,Campaign_2025_0313,2025-05-09,2025-08-30,Print,Asia,82769,75466,47676,32925.17,2892.54,Seniors,Home,Mobile,2025,H1_2025
2025_0314,Campaign_2025_0314,2025-06-09,2025-07-21,Email,Asia,75988,36930,421,5400.45,140697.24,Adults,Clothing,Desktop,2025,H1_2025
2025_0315,Campaign_2025_0315,2025-03-09,2025-07-12,Display,North America,53860,7548,50685,22855.0,141969.88,Seniors,Travel,Tablet,2025,H1_2025
2025_0316,Campaign_2025_0316,2025-05-21,2025-08-22,Social,North America,50474,381,37020,15612.97,132653.88,Youth,Home,Tablet,2025,H1_2025
2025_0317,Campaign_2025_0317,2025-02-16,2025-12-06,Email,South America,64992,87209,18541,18481.98,126900.02,Seniors,Services,Tablet,2025,H1_2025
2025_0318,Campaign_2025_0318,2025-01-14,2025-10-23,Print,Asia,84083,7069,56811,23163.91,72023.82,Adults,Travel,Mobile,2025,H1_2025
2025_0319,Campaign_2025_0319,2025-03-15,2025-09-17,Display,Africa,96192,31823,53362,27413.49,8497.09,Youth,Electronics,Tablet,2025,H1_2025
2025_0320,Campaign_2025_0320,2025-05-07,2025-10-06,Print,Africa,34016,74551,46284,43830.81,4036.09,Seniors,Home,Desktop,2025,H1_2025
2025_0321,Campaign_2025_0321,2025-06-29,2025-10-08,Email,South America,44216,70180,75138,36557.89,88972.66,Youth,Travel,Tablet,2025,H1_2025
2025_0322,Campaign_2025_0322,2025-01-25,2025-09-06,Display,Asia,86396,44726,69196,42746.3,138226.37,Seniors,Home,Mobile,2025,H1_2025
2025_0323,Campaign_2025_0323,2025-04-17,2025-12-23,Display,Africa,68408,57916,34565,13652.27,92713.22,Youth,Home,Mobile,2025,H1_2025
2025_0324,Campaign_2025_0324,2025-06-27,2025-08-15,Display,North America,17506,48848,76695,7791.89,121328.7,Adults,Home,Mobile,2025,H1_2025
2025_0325,Campaign_2025_0325,2025-06-05,2025-08-31,Email,Africa,94620,6928,71393,35331.91,26813.93,Youth,Home,Mobile,2025,H1_2025
2025_0326,Campaign_2025_0326,2025-02-17,2025-08-08,Search,North America,61965,16785,11793,49327.01,62286.23,Adults,Travel,Mobile,2025,H1_2025
2025_0327,Campaign_2025_0327,2025-03-31,2025-10-07,Email,North America,35865,61055,40409,38325.85,31758.83,Adults,Clothing,Tablet,2025,H1_2025
2025_0328,Campaign_2025_0328,2025-02-09,2025-11-25,Search,Asia,48659,63164,3266,43943.41,127149.31,Youth,Electronics,Desktop,2025,H1_2025
2025_0329,Campaign_2025_0329,2025-01-27,2025-11-25,Print,South America,48217,75840,61151,28269.5,130619.67,Adults,Clothing,Tablet,2025,H1_2025
2025_0330,Campaign_2025_0330,2025-01-28,2025-07-16,Search,South America,73386,39097,44445,12496.76,116535.5,Youth,Services,Tablet,2025,H1_2025
2025_0331,Campaign_2025_0331,2025-04-02,2025-11-02,Social,Europe,50592,53526,71237,3150.12,10139.67,Seniors,Clothing,Mobile,2025,H1_2025
2025_0332,Campaign_2025_0332,2025-06-25,2025-08-12,Print,Asia,94076,71670,4864,9190.96,88157.19,Youth,Clothing,Desktop,2025,H1_2025
2025_0333,Campaign_2025_0333,2025-02-13,2025-08-26,Email,North America,9957,61083,29679,13148.07,31579.84,Seniors,Travel,Desktop,2025,H1_2025
